ハートン・ツリー heartntree,はーとんつりー,0851200,北海道阿寒郡鶴居村 字雪裡496-4,0154-64-2542,,,海抜130m,喫茶店・軽食,43.25915989,144.34134894,https://r.gnavi.co.jp/8d08y36u0000/
森のカフェ えれがんと,もりのかふぇえれがんと,0851147,北海道阿寒郡鶴居村 字幌呂原野691,0154-65-2202,,,海抜27m,喫茶店・軽食,43.14897258,144.3223214,https://r.gnavi.co.jp/ppc8d8n70000/
あい,あい,0883211,北海道川上郡弟子屈町 中央3-2-27,015-482-4898,摩周駅,摩周駅から直線距離で275m,海抜100m,喫茶店・軽食,43.48541157,144.46157753,https://r.gnavi.co.jp/ar0a0b200000/
工房一丁目,こうぼういっちょうめ,0883211,北海道川上郡弟子屈町 中央1-4-17,015-486-7778,摩周駅,摩周駅から直線距離で512m,海抜99m,カフェ,43.48687635,144.45739082,https://r.gnavi.co.jp/7pw11fry0000/
喫茶遊,きっさゆう,0883211,北海道川上郡弟子屈町 中央1-4-16,015-482-2596,摩周駅,摩周駅から直線距離で510m,海抜99m,喫茶店・軽食,43.48692915,144.45741302,https://r.gnavi.co.jp/pucksp160000/
ポプラ,ぽぷら,0883211,北海道川上郡弟子屈町中央１丁目６−２６,015-482-2408,摩周駅,摩周駅から直線距離で666m,海抜102m,喫茶店,43.48655991,144.45552442,
喫茶 ポプラ,きっさぽぷら,0883211,北海道川上郡弟子屈町 中央1-6-26,015-482-2408,摩周駅,摩周駅から直線距離で673m,海抜103m,喫茶店・軽食,43.48654852,144.45544084,https://r.gnavi.co.jp/4jb1xb440000/
カフェ＆キッチン 摩周の森,かふぇあんどきっちんましゅうのもり,0883201,北海道川上郡弟子屈町 摩周3-6-1,015-486-7188,摩周駅,摩周駅から直線距離で1832m,海抜136m,カフェ,43.50205148,144.45341164,https://r.gnavi.co.jp/21u0xpap0000/
摩周の森,ましゅうのもり,0883201,北海道川上郡弟子屈町摩周３丁目２,015-486-7188,摩周駅,摩周駅から直線距離で2184m,海抜142m,カフェ,43.50553815,144.45341784,
ぢぢカヌー喫茶,ぢぢかぬーきっさ,0883351,北海道川上郡弟子屈町字屈斜路市街３,015-484-2808,美留和駅,美留和駅から直線距離で7715m,海抜126m,喫茶店,43.56495481,144.34307098,
オーチャードグラス,おーちゃーどぐらす,0883462,北海道川上郡弟子屈町 川湯駅前1-1 川湯温泉駅舎内,015-483-3787,川湯温泉駅,川湯温泉駅から直線距離で78m,海抜163m,喫茶店・軽食,43.61582293,144.45726285,https://r.gnavi.co.jp/n0yx06ve0000/
suite de baraques cafe,すぃーとどぅばらっくかふぇ,0883462,北海道川上郡弟子屈町 川湯駅前2-1-2 森のホール,01548-3-2906,川湯温泉駅,川湯温泉駅から直線距離で70m,海抜161m,カフェ,43.61670881,144.45704863,https://r.gnavi.co.jp/as14p1n70000/
森のホール,もりのほーる,0883462,北海道川上郡弟子屈町川湯駅前２丁目１−２,015-483-2906,川湯温泉駅,川湯温泉駅から直線距離で66m,海抜161m,カフェ,43.61670821,144.45710168,
ノーブル,のーぶる,0883465,北海道川上郡弟子屈町 川湯温泉1-4-8,015-483-3418,川湯温泉駅,川湯温泉駅から直線距離で2802m,海抜135m,喫茶店・軽食,43.63661793,144.43704095,https://r.gnavi.co.jp/gcsdydh50000/
すずめ食堂＆バル,すずめしょくどうあんどばる,0883465,北海道川上郡弟子屈町 川湯温泉3-1-1,015-486-7380,川湯温泉駅,川湯温泉駅から直線距離で2987m,海抜132m,カフェ,43.63813535,144.43602392,https://r.gnavi.co.jp/jmbzd4je0000/
Bakery＆Cafe miriya（美森家）,べーかりーかふぇみりや,0883465,北海道川上郡弟子屈町 川湯温泉5-3-32,015-486-7231,川湯温泉駅,川湯温泉駅から直線距離で2759m,海抜131m,カフェ,43.63866453,144.4426522,https://r.gnavi.co.jp/hnbsptg30000/
Coffee ＆ Sweets 花音＜kanon＞,こーひーあんどすいーつかのん,0883464,北海道川上郡弟子屈町 サワンチサップ5-8,015-486-7890,川湯温泉駅,川湯温泉駅から直線距離で6022m,海抜129m,カフェ,43.64370481,144.39334159,https://r.gnavi.co.jp/ryn11nen0000/
HEREA＋,ひあー,0610227,北海道石狩郡当別町 園生294-53,0133-23-2239,当別駅,当別駅から直線距離で164m,海抜15m,カフェ,43.22122987,141.51575711,https://r.gnavi.co.jp/e7spnmkw0000/
ハーフタイム,はーふたいむ,0610223,北海道石狩郡当別町弥生５２−３３,0133-22-3112,当別駅,当別駅から直線距離で315m,海抜14m,カフェ,43.21961707,141.51554556,
ニューボンゴ,にゅーぼんご,0610223,北海道石狩郡当別町弥生５１−８,0133-27-5151,当別駅,当別駅から直線距離で412m,海抜13m,カラオケ喫茶,43.21909777,141.51690657,
コール,こーる,0610223,北海道石狩郡当別町弥生５１,0133-22-2024,当別駅,当別駅から直線距離で415m,海抜13m,喫茶店,43.21904498,141.51683438,
喫茶ジュノン,きっさじゅのん,0610223,北海道石狩郡当別町 弥生51,0133-23-2851,当別駅,当別駅から直線距離で417m,海抜13m,喫茶店・軽食,43.21899961,141.51678493,https://r.gnavi.co.jp/97tbeeg10000/
喫茶レストラン コール,きっされすとらんこーる,0610223,北海道石狩郡当別町 弥生51,0133-22-2024,当別駅,当別駅から直線距離で417m,海抜13m,カフェ,43.21899961,141.51678493,https://r.gnavi.co.jp/nhtrxyrt0000/
紙ひこうき 当別店,かみひこうきとうべつてん,0610222,北海道石狩郡当別町 元町140,0133-23-4005,当別駅,当別駅から直線距離で765m,海抜14m,カフェ,43.21957471,141.52303155,https://r.gnavi.co.jp/pfxa0ggk0000/
Restaurant＆Cafe ぺこぺこのはたけ,れすとらんあんどかふぇぺこぺこのはたけ,0613776,北海道石狩郡当別町 太美町1481-6,0133-27-6440,太美駅,太美駅から直線距離で292m,海抜5m,カフェ,43.19084735,141.44561664,https://r.gnavi.co.jp/r90s6zhp0000/
養生農園,ようじょうのうえん,0781331,北海道上川郡当麻町 中央3区,0166-84-2151,当麻駅,当麻駅から直線距離で1520m,海抜147m,喫茶店・軽食,43.81537508,142.50401152,https://r.gnavi.co.jp/bbpa338e0000/
＠宇夢,あっとうーむ,0781332,北海道上川郡当麻町 宇園別1区,0166-84-2834,北永山駅,北永山駅から直線距離で2025m,海抜149m,カフェ,43.83114113,142.47884896,https://r.gnavi.co.jp/jxbh0w5m0000/
かとれあ,かとれあ,0495611,北海道虻田郡洞爺湖町 旭町2,0142-76-3274,洞爺駅,洞爺駅から直線距離で522m,海抜3m,喫茶店・軽食,42.54673359,140.76718577,https://r.gnavi.co.jp/jfkm0u4x0000/
杢,もく,0495605,北海道虻田郡洞爺湖町 高砂町116-60,0142-76-3597,洞爺駅,洞爺駅から直線距離で592m,海抜18m,カフェ,42.54940551,140.7706215,https://r.gnavi.co.jp/jddz2v9u0000/
花の木茶房,はなのきさぼう,0495605,北海道虻田郡洞爺湖町高砂町１２０−１４,0142-76-3455,洞爺駅,洞爺駅から直線距離で673m,海抜27m,"喫茶店
カフェバー",42.5509965,140.77178496,
岡田屋,おかだや,0495721,北海道虻田郡洞爺湖町 洞爺湖温泉36,0142-75-2608,洞爺駅,洞爺駅から直線距離で4800m,海抜88m,カフェ,42.56507136,140.81869371,https://r.gnavi.co.jp/j1kmz0210000/
来洞宿,らいどうじゅく,0495721,北海道虻田郡洞爺湖町 洞爺湖温泉68,0142-75-2673,洞爺駅,洞爺駅から直線距離で5261m,海抜92m,喫茶店・軽食,42.56510028,140.82460695,https://r.gnavi.co.jp/7dc55w3h0000/
洞爺テラス,とうやてらす,0495723,北海道虻田郡洞爺湖町月浦４４−４７７,0142-75-3808,洞爺駅,洞爺駅から直線距離で5870m,海抜112m,カフェ,42.60093538,140.78546129,
glass cafe gla gla,ぐらすかふぇぐらぐら,0495723,北海道虻田郡洞爺湖町 月浦44-517,0142-75-3262,洞爺駅,洞爺駅から直線距離で5926m,海抜140m,カフェ,42.60191217,140.78347353,https://r.gnavi.co.jp/gaf97ghb0000/
サイロ展望台,さいろてんぼうだい,0495832,北海道虻田郡洞爺湖町 成香3-5,0142-87-2221,豊浦駅,豊浦駅から直線距離で8601m,海抜296m,喫茶店・軽食,42.62606322,140.79935469,https://r.gnavi.co.jp/1c05wemg0000/
cafe cohum,かふぇこはむ,0495802,北海道虻田郡洞爺湖町 洞爺町194-1,0142-82-3898,,,海抜86m,カフェ,42.63920138,140.82391799,https://r.gnavi.co.jp/8m1ejw1f0000/
Yucana,ゆかな,0495802,北海道虻田郡洞爺湖町 洞爺町146-6,0142-82-4739,,,海抜88m,喫茶店・軽食,42.64487867,140.82940306,https://r.gnavi.co.jp/hygz9kgr0000/
ＣＡＦＥＬＡＫＥＴＯＹＡ,かふぇれいくとうや,0495802,北海道虻田郡洞爺湖町洞爺町１２７,0142-87-2688,,,海抜89m,カフェ,42.64697017,140.831946,
喫茶シベール,きつさしべーる,0530022,北海道苫小牧市表町１丁目４−２２,0144-35-5208,苫小牧駅,苫小牧駅から直線距離で654m,海抜7m,喫茶店,42.63549907,141.602159,
茶房見夢,さぼうみむ,0530017,北海道苫小牧市 栄町2-1-10,0144-36-9070,苫小牧駅,苫小牧駅から直線距離で1155m,海抜7m,喫茶店・軽食,42.63020558,141.60212692,https://r.gnavi.co.jp/8bvxv8n00000/
ルンビニフードカフェ 苫小牧店,るんびにふーどかふぇとまこまいてん,0530021,北海道苫小牧市 若草町1-3-10,0144-38-7776,苫小牧駅,苫小牧駅から直線距離で1042m,海抜7m,カフェ,42.63789938,141.60917467,https://r.gnavi.co.jp/hka1x7a30000/
スターバックスコーヒー苫小牧末広店,すたーばっくすこーひーとまこまいすえひろてん,,北海道苫小牧市末広町３-８-１４,0144-82-8445,苫小牧駅,苫小牧駅から直線距離で1111m,海抜7m,スターバックスコーヒー,42.63753827,141.60993267,
こうの,こうの,0530023,北海道苫小牧市 錦町2-1-11,0144-33-8921,苫小牧駅,苫小牧駅から直線距離で722m,海抜6m,喫茶店・軽食,42.63342737,141.59834823,https://r.gnavi.co.jp/4fwr76br0000/
プロムナード,ぷろむなーど,0530022,北海道苫小牧市 表町5-1-4,0144-36-8076,苫小牧駅,苫小牧駅から直線距離で394m,海抜7m,喫茶店・軽食,42.63846845,141.60119203,https://r.gnavi.co.jp/33tz2x7z0000/
三星 駅前店,みつぼしえきまえてん,0530022,北海道苫小牧市 表町5-5-6,0144-84-8330,苫小牧駅,苫小牧駅から直線距離で172m,海抜7m,甘味処,42.63872669,141.59823395,https://r.gnavi.co.jp/jt5kjhgm0000/
ドンドン,どんどん,0530022,北海道苫小牧市 表町5-7-11,0144-32-1960,苫小牧駅,苫小牧駅から直線距離で177m,海抜7m,カフェ,42.6390878,141.59866174,https://r.gnavi.co.jp/dnp29uw10000/
株式会社まるい弁当　カフェ駅,まるいべんとうかふぇえき,0530022,北海道苫小牧市表町６丁目２−２６,0144-35-2560,苫小牧駅,苫小牧駅から直線距離で172m,海抜7m,カフェ,42.63837087,141.59750376,
Cafe＆Dining AZITO,かふぇあんどだいにんぐあじと,0530024,北海道苫小牧市 大町2-4-4,0144-32-8876,苫小牧駅,苫小牧駅から直線距離で848m,海抜7m,カフェ,42.63224674,141.59542656,https://r.gnavi.co.jp/9dz48dyt0000/
COCOTOMA,こことま,0530022,北海道苫小牧市 表町5-11-5 ふれんどビル・テナント棟1F,0144-33-1534,苫小牧駅,苫小牧駅から直線距離で108m,海抜7m,カフェ,42.63968758,141.59805344,https://r.gnavi.co.jp/kwcar2ke0000/
MOCO,もこ,0530004,北海道苫小牧市 港町2-2-5 ぷらっとみなと市場,0144-33-8221,苫小牧駅,苫小牧駅から直線距離で1853m,海抜5m,カフェ,42.63050346,141.61548002,https://r.gnavi.co.jp/rzkjc3ne0000/
カフェドのり,かふぇどのり,0530005,北海道苫小牧市 元中野町4-4-10,0144-34-8389,苫小牧駅,苫小牧駅から直線距離で1565m,海抜6m,カフェ,42.64038283,141.61581268,https://r.gnavi.co.jp/9vu7tds00000/
珈琲野郎,こーひーやろう,0530031,北海道苫小牧市 春日町1-3-4,0144-34-6755,苫小牧駅,苫小牧駅から直線距離で815m,海抜7m,喫茶店・軽食,42.64512346,141.60359448,https://r.gnavi.co.jp/jbswh8f50000/
みゅうじっく　じゅん,みゅうじっくじゅん,0530044,北海道苫小牧市音羽町２丁目１５−９,0144-84-3847,苫小牧駅,苫小牧駅から直線距離で1392m,海抜8m,カラオケ喫茶,42.64659531,141.61101863,
ルミナス,るみなす,0530044,北海道苫小牧市音羽町２丁目１５−４,0144-32-7878,苫小牧駅,苫小牧駅から直線距離で1419m,海抜7m,喫茶店,42.64652304,141.61147419,
たい焼君のお店ことぶき屋,たいやきくんのおみせことぶきや,0530031,北海道苫小牧市春日町３丁目１５−１７,0144-33-6766,苫小牧駅,苫小牧駅から直線距離で947m,海抜9m,甘味処,42.64823081,141.59861967,
Food＆cafe Chi kotto,ふーどあんどかふぇちこっと,0530045,北海道苫小牧市 双葉町2-5-14,0144-82-8385,苫小牧駅,苫小牧駅から直線距離で1578m,海抜7m,カフェ,42.64901204,141.611407,https://r.gnavi.co.jp/16p6r7zs0000/
珈琲所コメダ珈琲店 苫小牧弥生店,こーひーどころこめだこーひーてんとまこまいやよいてん,0530802,北海道苫小牧市 弥生町1-2-3,0144-76-7607,青葉駅,青葉駅から直線距離で1291m,海抜6m,カフェ,42.62846364,141.58541391,https://r.gnavi.co.jp/erkjvg1d0000/
軽食喫茶コスモ,けいしょくきっさこすも,0530045,北海道苫小牧市 双葉町2-12-3,0144-34-6877,苫小牧駅,苫小牧駅から直線距離で1590m,海抜7m,喫茶店・軽食,42.65010061,141.61022089,https://r.gnavi.co.jp/3m6rjghk0000/
花時計,はなどけい,0530803,北海道苫小牧市 矢代町2-5-15,0144-76-3363,青葉駅,青葉駅から直線距離で946m,海抜5m,喫茶店・軽食,42.62519129,141.57892321,https://r.gnavi.co.jp/4mhgms5k0000/
はんかちの木,はんかちのき,0530805,北海道苫小牧市 新富町1-7-26,0144-74-5005,青葉駅,青葉駅から直線距離で800m,海抜6m,喫茶店・軽食,42.62599687,141.57751491,https://r.gnavi.co.jp/58kz9mf40000/
チックタック,ちっくたっく,0530806,北海道苫小牧市 大成町1-7-2,0144-73-2773,青葉駅,青葉駅から直線距離で561m,海抜7m,喫茶店・軽食,42.62732151,141.57521211,https://r.gnavi.co.jp/bvmhgyx50000/
CAFE 幸わう（さきわう）,かふぇさきわう,0530851,北海道苫小牧市 山手町2-2-10,0144-73-3697,青葉駅,青葉駅から直線距離で1055m,海抜9m,カフェ,42.63967551,141.57333916,https://r.gnavi.co.jp/9a9c5fdr0000/
喫茶 ベル,きっさべる,0530041,北海道苫小牧市 美園町2-1-3,0144-32-6004,苫小牧駅,苫小牧駅から直線距離で2590m,海抜5m,喫茶店・軽食,42.6580917,141.61635303,https://r.gnavi.co.jp/gsp9c30f0000/
果琳 イオンモール苫小牧,かりんいおんもーるとまこまい,0530053,北海道苫小牧市 柳町3-1-20 イオンモール苫小牧1F,0144-82-8713,苫小牧駅,苫小牧駅から直線距離で4174m,海抜8m,カフェ,42.65630461,141.64248004,https://r.gnavi.co.jp/pdwzzeyb0000/
ドトールコーヒーショップ イオンモール苫小牧店,どとーるこーひーしょっぷいおんもーるとまこまいてん,0530053,北海道苫小牧市 柳町3-1-20 イオンモール苫小牧店2F,0144-61-1707,苫小牧駅,苫小牧駅から直線距離で4172m,海抜8m,カフェ,42.65638741,141.64239503,https://r.gnavi.co.jp/fzfx4tng0000/
スターバックスコーヒーイオンモール苫小牧店,すたーばっくすこーひーいおんもーるとまこまいてん,,北海道苫小牧市柳町３-１-２０,0144-51-3347,苫小牧駅,苫小牧駅から直線距離で4174m,海抜8m,スターバックスコーヒー,42.65636735,141.64243726,
スターバックスコーヒー イオン苫小牧ショッピングセンター店,すたーばっくすこーひーいおんとまこまいしょぴんぐせんたーてん,0530053,北海道苫小牧市 柳町3-1-20 イオンモール苫小牧,0144-51-3347,苫小牧駅,苫小牧駅から直線距離で4211m,海抜8m,カフェ,42.65646522,141.64287833,https://r.gnavi.co.jp/rcc3xesc0000/
果汁工房果琳,かじゅうこうぼうかりん,0530053,北海道苫小牧市柳町３丁目１−２０,0144-82-8713,苫小牧駅,苫小牧駅から直線距離で4216m,海抜8m,カフェ,42.65650065,141.64292071,
ウィンドミル,うぃんどみる,0783701,北海道苫前郡苫前町 字苫前119-1 とままえ温泉ふわっと,0164-64-2810,,,海抜20m,喫茶店・軽食,44.31320307,141.65635192,https://r.gnavi.co.jp/s453s1ye0000/
３０ノット,さんじゅうのっと,0783702,北海道苫前郡苫前町字栄浜１２１,0164-64-2730,,,海抜16m,喫茶店,44.31357416,141.66129621,
はるにれ友遊館　喫茶ふわり,はるにれゆうゆうかんきっさふわり,0895312,北海道中川郡豊頃町茂岩本町２６,015-578-7777,豊頃駅,豊頃駅から直線距離で3165m,海抜12m,喫茶店,42.80233131,143.50599556,
